"id","city_id","type_id","total_area","rooms","ceiling_height","floors_total","living_area","floor","is_apartment","open_plan","kitchen_area","balcony","airports_nearest","parks_around3000","ponds_around3000"
4423,"4KU1",F8EM,57.8,2,,25.0,31.55,15,0,0,10.3,1.0,,,
4424,"6X8I",F8EM,43.4,1,2.6,22.0,17.9,7,0,0,11.9,2.0,35274.0,0.0,1.0
4425,"6X8I",F8EM,40.0,1,2.7,9.0,22.2,2,0,0,7.0,1.0,13585.0,0.0,0.0
4426,"6X8I",F8EM,48.0,2,2.5,5.0,32.0,2,0,0,8.0,1.0,26880.0,0.0,0.0
4427,"6X8I",F8EM,38.1,1,,25.0,,7,0,0,,,17580.0,2.0,0.0
4428,"187Y",IZIQ,74.7,3,2.75,15.0,48.42,8,0,0,,,,,
4429,"6X8I",F8EM,41.8,2,2.5,9.0,27.7,9,0,0,5.47,,11731.0,0.0,1.0
4430,"6X8I",F8EM,63.7,3,2.6,15.0,41.4,15,0,0,10.2,,15238.0,0.0,1.0
4431,"6X8I",F8EM,71.0,3,2.71,5.0,57.0,5,0,0,7.0,,30019.0,2.0,0.0
4432,"6X8I",F8EM,57.0,3,2.5,9.0,40.0,7,0,0,6.0,,51662.0,0.0,0.0
4433,"6X8I",F8EM,32.5,1,,5.0,,4,0,0,,,42882.0,0.0,0.0
4434,S4Y8,F8EM,54.0,2,2.5,5.0,,2,0,0,9.0,2.0,,,
4435,"6X8I",F8EM,191.2,8,2.9,6.0,115.8,1,0,0,5.0,,21589.0,1.0,2.0
4436,L2VV,IZIQ,40.7,1,,5.0,17.3,2,0,0,8.5,0.0,,,
4437,"6X8I",F8EM,25.0,0,,9.0,18.6,9,0,1,,2.0,11943.0,1.0,1.0
4438,"6X8I",F8EM,67.6,3,3.0,5.0,47.0,4,0,0,8.0,,21412.0,0.0,1.0
4439,"6X8I",F8EM,183.7,6,3.22,5.0,133.4,2,0,0,19.1,,24823.0,1.0,0.0
4440,C3YJ,F8EM,36.1,1,2.5,9.0,18.1,5,0,0,8.0,,,,
4441,L1Y8,F8EM,31.0,1,,3.0,12.0,1,0,0,9.0,0.0,78527.0,0.0,0.0
4442,"6X8I",F8EM,45.5,1,2.8,21.0,20.1,3,0,0,12.5,2.0,51320.0,0.0,1.0
4443,LVZR,EQUI,37.0,2,2.5,2.0,27.0,2,0,0,6.0,0.0,,,
4444,"6X8I",F8EM,48.0,2,2.5,9.0,29.0,6,0,0,8.9,,46489.0,0.0,0.0
4445,"6X8I",F8EM,35.9,1,,24.0,19.2,11,0,0,8.0,0.0,16616.0,2.0,2.0
4446,IQ4Z,F8EM,49.0,2,,4.0,28.5,3,0,0,6.5,2.0,67419.0,2.0,3.0
4447,"6X8I",F8EM,53.45,2,2.9,21.0,,9,0,0,,2.0,35555.0,0.0,1.0
4448,"6X8I",F8EM,33.0,1,2.6,16.0,16.5,15,0,0,8.1,1.0,29066.0,0.0,0.0
4449,"6X8I",F8EM,62.0,2,,12.0,33.0,4,0,0,14.0,,31481.0,0.0,0.0
4450,VLGF,F8EM,34.6,1,2.5,5.0,19.4,3,0,0,7.3,2.0,13107.0,1.0,0.0
4451,"6X8I",F8EM,40.11,1,,25.0,20.02,15,0,0,10.18,,17520.0,0.0,1.0
4452,"6X8I",F8EM,62.0,4,,9.0,46.8,2,0,0,8.3,0.0,31681.0,2.0,0.0
4453,"6X8I",F8EM,86.7,4,2.5,7.0,59.2,6,0,0,10.64,2.0,33841.0,0.0,0.0
4454,"6X8I",F8EM,45.3,1,2.6,15.0,18.0,3,0,0,12.3,,14724.0,1.0,1.0
4455,"6X8I",F8EM,62.7,3,,12.0,40.3,7,0,0,7.1,,31168.0,0.0,0.0
4456,ZYPN,F8EM,85.0,3,,7.0,51.0,4,0,0,30.0,0.0,,,
4457,"187Y",IZIQ,37.1,1,,9.0,10.4,9,0,0,16.6,0.0,,,
4458,"6X8I",F8EM,40.1,1,2.7,12.0,20.0,5,0,0,7.8,,35564.0,0.0,3.0
4459,"6X8I",F8EM,56.8,2,3.2,5.0,35.5,5,0,0,8.3,1.0,31633.0,1.0,3.0
4460,"6X8I",F8EM,39.0,1,,25.0,20.0,5,0,0,13.0,1.0,10867.0,0.0,0.0
4461,O5K1,F8EM,44.5,2,,5.0,,2,0,0,,,,,
4462,"6X8I",F8EM,35.3,1,,17.0,18.6,4,0,0,8.6,,30010.0,0.0,0.0
4463,"6X8I",F8EM,23.5,1,2.55,16.0,10.9,5,0,0,5.8,1.0,36652.0,0.0,2.0
4464,"6X8I",F8EM,54.5,1,,7.0,25.5,3,0,0,13.5,2.0,26398.0,3.0,2.0
4465,"6X8I",F8EM,74.4,3,2.6,9.0,47.0,7,0,0,10.8,,33879.0,1.0,2.0
4466,"4VUL","9N9J",59.0,2,,5.0,31.0,2,0,0,11.2,0.0,,,
4467,"6X8I",F8EM,84.6,3,,19.0,,19,0,0,12.0,2.0,34279.0,0.0,0.0
4468,"6X8I",F8EM,82.2,4,2.5,9.0,50.0,8,0,0,6.5,2.0,51630.0,0.0,1.0
4469,"6X8I",F8EM,112.3,3,2.8,21.0,67.0,6,0,0,14.0,2.0,27543.0,0.0,2.0
4470,"6X8I",F8EM,30.9,1,,9.0,15.0,3,0,0,8.0,,41954.0,1.0,0.0
4471,"6X8I",F8EM,62.4,2,2.78,22.0,34.0,1,0,0,11.2,,34463.0,0.0,0.0
4472,"6X8I",F8EM,29.0,1,2.7,25.0,19.1,21,0,0,,1.0,43571.0,0.0,0.0
4473,"6X8I",F8EM,63.3,3,2.6,9.0,41.3,8,0,0,8.3,1.0,45121.0,0.0,0.0
4474,"6X8I",F8EM,72.8,3,2.7,22.0,42.3,13,0,0,8.9,0.0,26078.0,1.0,0.0
4475,J2O7,F8EM,31.0,1,2.5,5.0,17.0,5,0,0,6.0,,,,
4476,"6X8I",F8EM,109.2,4,,8.0,66.99,7,0,0,18.88,,25987.0,0.0,2.0
4477,"6X8I",F8EM,31.2,1,,5.0,18.2,1,0,0,6.3,0.0,42618.0,2.0,0.0
4478,"6X8I",F8EM,44.6,2,2.5,5.0,27.3,3,0,0,7.2,1.0,49096.0,1.0,1.0
4479,FMVZ,IZIQ,40.2,1,,10.0,18.6,7,0,0,10.6,0.0,18664.0,0.0,1.0
4480,P4WL,IZIQ,61.9,3,,3.0,41.8,1,0,0,8.4,,,,
4481,"6X8I",F8EM,32.4,1,2.5,16.0,17.5,10,0,0,6.2,2.0,49169.0,0.0,0.0
4482,"4T1U",IZIQ,34.0,1,2.6,25.0,14.0,14,0,0,9.0,,52700.0,0.0,0.0
4483,KPES,EL2E,46.5,1,2.55,10.0,20.1,8,0,0,14.3,,,,
4484,"4KU1",F8EM,36.83,1,,9.0,15.26,2,0,0,9.89,,,,
4485,MQ2G,"9N9J",54.6,2,2.75,3.0,30.9,1,0,0,10.5,2.0,,,
4486,"6X8I",F8EM,61.9,3,2.5,9.0,41.0,9,0,0,7.0,1.0,17790.0,1.0,0.0
4487,"6X8I",F8EM,65.0,3,2.5,9.0,42.0,7,0,0,10.0,0.0,27853.0,2.0,1.0
4488,G6ON,F8EM,43.0,2,,5.0,24.5,5,0,0,5.6,1.0,,,
4489,"6X8I",F8EM,41.4,1,2.55,16.0,18.5,7,0,0,10.7,2.0,14017.0,0.0,0.0
4490,"24KS",IZIQ,44.0,2,2.5,5.0,28.0,2,0,0,5.6,,26420.0,0.0,0.0
4491,"6X8I",F8EM,50.8,2,2.6,9.0,28.8,3,0,0,7.0,,14212.0,1.0,1.0
4492,"6X8I",F8EM,74.2,3,,17.0,45.7,6,0,0,11.1,,32811.0,0.0,2.0
4493,"6X8I",F8EM,77.0,2,3.45,4.0,40.0,3,0,0,15.0,0.0,24917.0,0.0,0.0
4494,"187Y",IZIQ,40.0,1,2.7,20.0,15.4,12,0,0,11.1,1.0,,,
4495,"0SI2",F8EM,34.0,1,,5.0,17.2,3,0,0,9.3,,,,
4496,"6X8I",F8EM,69.0,3,2.65,12.0,47.3,1,0,0,9.6,0.0,15606.0,1.0,0.0
4497,"6X8I",F8EM,51.0,2,2.7,9.0,28.0,7,0,0,9.6,1.0,29521.0,0.0,0.0
4498,"6X8I",F8EM,42.0,1,2.76,20.0,20.8,6,0,0,9.2,0.0,15654.0,1.0,0.0
4499,"6X8I",F8EM,46.3,2,,5.0,31.9,4,0,0,6.7,0.0,24879.0,0.0,0.0
4500,"187Y",IZIQ,28.0,1,,25.0,15.0,17,0,0,8.0,1.0,,,
4501,"6X8I",F8EM,38.8,1,,17.0,20.0,13,0,0,10.7,0.0,33686.0,0.0,0.0
4502,"6X8I",F8EM,68.5,3,,25.0,43.0,11,0,0,9.0,,43571.0,0.0,0.0
4503,"6X8I",F8EM,30.9,1,2.6,9.0,15.3,6,0,0,8.2,,12341.0,0.0,1.0
4504,"6X8I",F8EM,104.1,3,2.7,13.0,53.0,2,0,0,,1.0,15306.0,1.0,1.0
4505,"6X8I",F8EM,41.0,2,2.5,9.0,22.3,1,0,0,5.5,,41422.0,0.0,1.0
4506,"6X8I",F8EM,42.0,1,2.5,10.0,18.6,10,0,0,10.8,2.0,13492.0,0.0,0.0
4507,"6X8I",F8EM,48.1,2,,5.0,32.0,2,0,0,5.5,0.0,13661.0,1.0,0.0
4508,ZYPN,F8EM,31.0,1,2.5,5.0,,2,0,0,,,,,
4509,"6X8I",F8EM,42.0,2,2.55,5.0,28.0,2,0,0,6.0,1.0,11239.0,0.0,0.0
4510,"6X8I",F8EM,32.5,1,,12.0,14.0,4,0,0,7.5,,16701.0,1.0,0.0
4511,"4UT1",EQUI,32.8,1,,4.0,13.7,1,0,0,9.6,0.0,,,
4512,"6X8I",F8EM,36.0,1,2.8,25.0,16.0,6,0,0,10.0,2.0,19424.0,0.0,1.0
4513,"6X8I",F8EM,67.2,3,,9.0,48.3,2,0,0,9.1,0.0,46520.0,0.0,0.0
4514,K3WN,"9N9J",34.6,1,,6.0,16.5,1,0,0,10.5,,,,
4515,ZYPN,F8EM,53.2,3,2.5,5.0,36.5,3,0,0,5.0,,,,
4516,"6X8I",F8EM,35.0,2,,12.0,22.0,3,0,0,7.0,,44362.0,2.0,1.0
4517,"6X8I",F8EM,70.0,2,2.7,23.0,37.0,4,0,0,11.2,2.0,32866.0,0.0,1.0
4518,"6X8I",F8EM,38.6,1,2.64,18.0,20.0,14,0,0,10.6,0.0,33058.0,0.0,1.0
4519,"6X8I",F8EM,40.0,1,2.65,12.0,20.0,4,0,0,10.0,,31552.0,0.0,0.0
4520,"6X8I",F8EM,50.0,2,2.6,12.0,27.1,3,0,0,7.4,1.0,15026.0,0.0,0.0
4521,"3A7V",EQUI,37.0,1,,3.0,17.0,2,0,0,8.0,0.0,,,
4522,"6X8I",F8EM,65.0,2,2.75,20.0,31.0,11,0,0,14.0,,34506.0,0.0,0.0
4523,"6X8I",F8EM,40.0,1,,16.0,16.5,12,0,0,11.4,,23274.0,1.0,1.0
4524,A7AP,F8EM,55.0,2,3.0,4.0,41.3,4,0,0,7.4,1.0,,,
4525,"6X8I",F8EM,31.0,1,2.7,16.0,14.3,5,0,0,8.0,1.0,32740.0,1.0,1.0
4526,"6X8I",F8EM,54.0,2,,9.0,27.5,5,0,0,6.9,,16443.0,0.0,0.0
4527,Y04Q,F8EM,47.0,1,2.7,5.0,,2,0,0,,,,,
4528,"6X8I",F8EM,74.0,3,,12.0,,4,0,0,,,49812.0,2.0,1.0
4529,"6X8I",F8EM,29.0,1,,5.0,17.0,2,0,0,5.0,,32716.0,1.0,1.0
4530,"6X8I",F8EM,60.0,2,2.8,22.0,40.0,16,0,0,15.0,2.0,9354.0,1.0,1.0
4531,"4T1U",IZIQ,97.2,3,,26.0,53.7,4,0,0,13.2,0.0,53788.0,0.0,2.0
4532,ANWA,"9N9J",45.2,2,,5.0,27.2,5,0,0,7.0,1.0,,,
4533,T0TI,F8EM,33.0,1,,9.0,18.0,2,0,0,6.2,0.0,,,
4534,Y04Q,F8EM,45.0,2,2.6,8.0,38.0,5,0,0,7.0,2.0,,,
4535,"6X8I",F8EM,93.1,3,,10.0,60.0,10,0,0,13.1,,36873.0,0.0,2.0
4536,"6X8I",F8EM,290.0,5,2.8,17.0,141.0,16,0,0,45.0,,30094.0,0.0,1.0
4537,"6X8I",F8EM,44.0,2,,5.0,29.7,4,0,0,7.1,1.0,15187.0,1.0,0.0
4538,"6X8I",F8EM,52.0,2,2.6,10.0,31.6,7,0,0,8.0,,19794.0,0.0,0.0
4539,"6X8I",F8EM,52.0,1,2.8,11.0,28.6,7,0,0,12.2,1.0,13789.0,1.0,1.0
4540,"6X8I",F8EM,35.0,1,2.5,9.0,19.0,9,0,0,7.0,2.0,43959.0,1.0,0.0
4541,"2HLZ",IZIQ,35.32,1,2.65,16.0,16.26,3,0,0,10.09,1.0,,,
4542,"6X8I",F8EM,18.0,1,3.5,5.0,9.0,2,0,0,,,25157.0,2.0,1.0
4543,"6X8I",F8EM,98.8,3,,17.0,53.0,10,0,0,14.0,,19120.0,0.0,1.0
4544,"6X8I",F8EM,45.0,1,,15.0,18.7,13,0,0,15.0,,31344.0,1.0,1.0
4545,"6X8I",F8EM,32.0,1,2.6,5.0,15.8,2,0,0,6.4,,40504.0,2.0,0.0
4546,BG21,EQUI,27.0,1,2.7,6.0,15.0,2,0,0,6.0,,,,
4547,"6X8I",F8EM,68.0,2,2.5,25.0,32.0,16,0,0,12.0,,33917.0,0.0,1.0
4548,FMVZ,IZIQ,42.0,1,,9.0,15.0,3,0,0,15.0,0.0,18242.0,0.0,1.0
4549,"6X8I",F8EM,211.0,5,4.0,5.0,153.0,2,0,0,15.0,0.0,21766.0,1.0,1.0
4550,"6X8I",F8EM,63.3,2,,24.0,33.7,4,0,0,13.0,,7399.0,0.0,0.0
4551,"6X8I",F8EM,59.0,2,2.7,23.0,33.0,12,0,0,11.5,2.0,21928.0,0.0,1.0
4552,"6X8I",F8EM,66.0,3,,15.0,39.0,12,0,0,9.0,,15432.0,0.0,0.0
4553,"6X8I",F8EM,61.0,2,,10.0,33.5,9,0,0,10.8,1.0,35983.0,0.0,0.0
4554,"0SI2",F8EM,30.0,1,2.5,12.0,17.0,5,0,0,7.0,,,,
4555,"6X8I",F8EM,39.0,1,2.65,17.0,20.0,8,0,0,8.3,,39160.0,0.0,0.0
4556,"6X8I",F8EM,129.0,5,3.0,5.0,75.0,2,0,0,11.0,,23037.0,0.0,0.0
4557,"6X8I",F8EM,67.4,3,,17.0,40.2,15,0,0,7.7,2.0,39418.0,0.0,0.0
4558,"6X8I",F8EM,68.0,2,,28.0,34.0,18,0,0,10.0,0.0,20028.0,0.0,1.0
4559,"6X8I",F8EM,240.0,4,,6.0,99.6,5,0,0,36.3,2.0,26209.0,2.0,0.0
4560,"6X8I",F8EM,64.0,2,2.6,9.0,35.0,3,0,0,12.0,,51651.0,0.0,0.0
4561,"6X8I",F8EM,95.0,3,,4.0,73.0,3,0,0,8.0,1.0,24380.0,0.0,1.0
4562,"6X8I",F8EM,58.2,2,2.7,23.0,32.2,18,0,0,12.5,1.0,22131.0,0.0,1.0
4563,"6X8I",F8EM,58.38,2,2.75,16.0,31.64,3,0,0,12.92,2.0,33844.0,1.0,0.0
4564,"6X8I",F8EM,45.9,2,3.1,4.0,22.5,3,0,0,12.5,,23603.0,2.0,1.0
4565,"0SI2",F8EM,80.0,3,,9.0,,8,0,0,,,,,
4566,"6X8I",F8EM,45.0,2,2.6,5.0,25.2,3,0,0,5.2,1.0,40306.0,1.0,0.0
4567,"6X8I",F8EM,36.0,1,,12.0,21.0,12,0,0,7.7,,44176.0,2.0,1.0
4568,R27I,F8EM,30.8,1,2.5,9.0,15.7,8,0,0,8.4,,,,
4569,"6X8I",F8EM,63.0,3,,9.0,44.0,3,0,0,6.5,1.0,51038.0,0.0,0.0
4570,SAA3,IZIQ,44.1,2,2.55,5.0,,5,0,0,6.0,,,,
4571,"6X8I",F8EM,50.1,2,,9.0,30.4,4,0,0,9.0,0.0,13404.0,0.0,1.0
4572,IQ4Z,F8EM,33.0,1,,11.0,16.0,4,0,0,7.5,0.0,65175.0,1.0,0.0
4573,R9I0,F8EM,30.0,1,,5.0,16.9,5,0,0,5.3,1.0,,,
4574,WG62,F8EM,48.0,2,,5.0,33.0,3,0,0,6.0,0.0,,,
4575,"6X8I",F8EM,108.0,3,3.15,4.0,77.0,4,0,0,10.0,0.0,22881.0,0.0,1.0
4576,"6X8I",F8EM,38.5,1,,16.0,20.0,12,0,0,10.1,,33259.0,0.0,0.0
4577,"6X8I",F8EM,31.9,1,2.5,9.0,15.0,6,0,0,8.0,,42171.0,1.0,0.0
4578,FJEG,F8EM,94.6,4,2.6,12.0,61.8,3,0,0,14.9,2.0,28458.0,0.0,2.0
4579,"6X8I",F8EM,64.5,2,,19.0,34.8,18,0,0,10.4,,30153.0,1.0,1.0
4580,"6X8I",F8EM,40.0,2,,6.0,22.0,1,0,0,10.0,0.0,19837.0,1.0,0.0
4581,FMVZ,IZIQ,83.0,3,2.8,10.0,52.2,1,0,0,10.8,2.0,12319.0,0.0,0.0
4582,"6X8I",F8EM,32.0,1,,9.0,17.0,1,0,0,8.2,,14664.0,0.0,0.0
4583,"6X8I",F8EM,37.0,1,,9.0,17.8,7,0,0,8.4,0.0,36431.0,0.0,0.0
4584,"6X8I",F8EM,63.2,3,2.5,9.0,42.8,9,0,0,8.4,1.0,26164.0,0.0,0.0
4585,"6X8I",F8EM,60.0,2,3.0,3.0,18.0,1,0,0,23.0,,23932.0,1.0,0.0
4586,"6X8I",F8EM,90.1,3,2.72,10.0,42.17,1,0,0,23.53,,27986.0,1.0,3.0
4587,"6X8I",F8EM,97.0,3,2.8,4.0,,4,0,0,,,25277.0,1.0,1.0
4588,"6X8I",F8EM,54.4,2,3.0,5.0,32.9,2,0,0,8.3,,42683.0,0.0,0.0
4589,"6X8I",F8EM,79.0,4,2.5,9.0,,1,0,0,6.0,,17662.0,1.0,2.0
4590,"187Y",IZIQ,32.7,1,,27.0,15.4,26,0,0,8.8,2.0,,,
4591,"6X8I",F8EM,42.0,1,2.6,9.0,18.6,3,0,0,10.8,2.0,33205.0,0.0,0.0
4592,"6X8I",F8EM,109.2,4,3.27,6.0,69.3,4,0,0,18.3,1.0,25830.0,0.0,2.0
4593,"6X8I",F8EM,80.8,3,3.0,6.0,55.0,4,0,0,7.7,,16085.0,0.0,2.0
4594,"6X8I",F8EM,36.0,1,,12.0,21.4,11,0,0,6.7,,9879.0,1.0,1.0
4595,"6X8I",F8EM,31.0,1,2.5,9.0,16.0,3,0,0,8.0,,40336.0,2.0,0.0
4596,YVBQ,F8EM,40.3,2,2.55,5.0,22.6,5,0,0,6.8,,36071.0,0.0,0.0
4597,"6X8I",F8EM,35.0,1,,22.0,16.0,8,0,0,10.0,2.0,43074.0,0.0,0.0
4598,HM6W,F8EM,74.5,3,2.5,9.0,44.5,2,0,0,9.0,,,,
4599,ANWA,"9N9J",29.7,1,2.5,5.0,15.3,5,0,0,6.5,,,,
4600,"4T1U",IZIQ,40.0,1,,27.0,14.0,12,0,0,13.0,1.0,54386.0,0.0,1.0
4601,FMVZ,IZIQ,56.0,3,2.5,5.0,39.0,5,0,0,6.0,,17352.0,0.0,1.0
4602,"6X8I",F8EM,32.0,1,2.5,15.0,17.5,8,0,0,6.3,2.0,50882.0,0.0,0.0
4603,"6X8I",F8EM,70.0,3,2.6,10.0,44.5,1,0,0,13.0,,33953.0,1.0,2.0
4604,IVEB,LVBX,42.0,1,2.7,8.0,17.1,4,0,0,11.0,1.0,,,
4605,"6X8I",F8EM,42.0,2,3.0,5.0,,3,0,0,,,10919.0,0.0,1.0
4606,"0SI2",F8EM,74.0,3,,5.0,,4,0,0,,,,,
4607,"6X8I",F8EM,51.1,1,2.67,3.0,20.0,2,0,0,12.7,,23642.0,0.0,1.0
4608,"6X8I",F8EM,65.9,2,3.0,16.0,19.7,13,0,0,37.7,,37434.0,1.0,2.0
4609,"6X8I",F8EM,47.7,1,3.1,16.0,19.0,8,0,0,13.6,2.0,37434.0,1.0,2.0
4610,FMVZ,IZIQ,40.0,1,2.7,18.0,14.5,14,0,0,10.5,1.0,13461.0,0.0,1.0
4611,E66G,F8EM,38.0,1,3.2,17.0,18.3,15,0,0,8.5,0.0,56588.0,0.0,1.0
4612,"6X8I",F8EM,51.3,1,2.6,14.0,20.0,14,0,0,15.0,1.0,30290.0,2.0,1.0
4613,TXOA,"9N9J",39.3,1,3.0,15.0,18.0,12,0,0,8.0,2.0,,,
4614,"6X8I",F8EM,45.3,2,2.6,5.0,30.4,5,0,0,6.3,,27553.0,0.0,1.0
4615,"6X8I",F8EM,52.8,2,,16.0,,5,0,0,10.6,2.0,30201.0,0.0,0.0
4616,"6X8I",F8EM,55.6,3,2.5,5.0,35.2,3,0,0,6.0,1.0,9969.0,0.0,0.0
4617,"6X8I",F8EM,61.2,2,,,32.0,12,0,0,12.2,0.0,22041.0,0.0,1.0
4618,"6X8I",F8EM,92.2,3,2.8,12.0,60.0,7,0,0,12.0,5.0,34728.0,0.0,0.0
4619,"6X8I",F8EM,75.2,3,,18.0,51.0,18,0,0,8.0,2.0,10823.0,0.0,0.0
4620,"6X8I",F8EM,31.0,1,2.7,5.0,16.2,1,0,0,6.2,,21443.0,1.0,0.0
4621,"6X8I",F8EM,90.1,3,,20.0,54.5,15,0,0,12.0,2.0,18893.0,0.0,1.0
4622,VLGF,F8EM,48.7,1,,5.0,20.0,2,0,0,11.1,,19810.0,1.0,3.0
4623,FMVZ,IZIQ,46.0,2,2.7,9.0,26.0,3,0,0,8.5,,18462.0,0.0,0.0
4624,FMVZ,IZIQ,44.0,2,2.5,5.0,31.0,3,0,0,5.0,,17486.0,0.0,1.0
4625,"6X8I",F8EM,27.1,1,2.6,12.0,19.5,2,0,0,,,13194.0,0.0,1.0
4626,"6X8I",F8EM,132.0,4,3.0,8.0,105.0,5,0,0,24.0,2.0,25049.0,0.0,1.0
4627,"6X8I",F8EM,70.9,3,,19.0,,17,0,0,,,41929.0,0.0,1.0
4628,"6X8I",F8EM,38.0,1,2.53,10.0,17.0,8,0,0,11.0,,10584.0,0.0,1.0
4629,"6X8I",F8EM,40.0,1,,10.0,17.0,3,0,0,14.0,0.0,18904.0,0.0,1.0
4630,"6X8I",F8EM,45.2,1,,13.0,19.0,11,0,0,13.6,2.0,37434.0,1.0,2.0
4631,"6X8I",F8EM,67.0,2,,25.0,29.0,2,0,0,18.0,2.0,7711.0,1.0,0.0
4632,"6X8I",F8EM,34.8,1,2.6,16.0,17.9,10,0,0,8.8,2.0,43431.0,0.0,0.0
4633,C6HK,EQUI,52.9,3,2.6,5.0,34.8,2,0,0,5.3,,,,
4634,YIVE,IZIQ,36.9,1,2.65,4.0,17.0,1,0,0,9.0,,,,
4635,"6X8I",F8EM,36.7,1,2.5,16.0,18.5,6,0,0,8.6,1.0,49792.0,0.0,0.0
4636,"6X8I",F8EM,34.4,1,2.55,16.0,,9,0,0,,,21297.0,1.0,2.0
4637,"6X8I",F8EM,54.8,2,2.65,16.0,32.3,9,0,0,10.1,,38854.0,0.0,0.0
4638,"6X8I",F8EM,32.5,1,2.55,9.0,18.0,5,0,0,6.2,,16278.0,1.0,0.0
4639,"6X8I",F8EM,38.0,1,2.5,12.0,20.0,2,0,0,8.0,,37476.0,1.0,1.0
4640,"6X8I",F8EM,99.5,4,2.74,7.0,64.0,6,0,0,10.9,1.0,18090.0,0.0,2.0
4641,"0VIS",IZIQ,60.0,3,,5.0,36.0,4,0,0,8.5,0.0,,,
4642,"3I7C",F8EM,120.0,5,2.65,3.0,,3,0,0,,0.0,49471.0,2.0,3.0
4643,"6X8I",F8EM,45.0,2,25.0,9.0,30.0,2,0,0,7.0,1.0,12016.0,1.0,1.0
4644,"6X8I",F8EM,39.0,1,,16.0,18.2,16,0,0,10.0,0.0,32790.0,0.0,0.0
4645,"6X8I",F8EM,40.0,1,2.7,17.0,20.0,3,0,0,8.0,1.0,33457.0,0.0,1.0
4646,"6X8I",F8EM,65.7,2,2.6,15.0,37.0,2,0,0,15.0,,27179.0,1.0,0.0
4647,"4T1U",IZIQ,35.6,1,2.7,27.0,14.0,13,0,0,10.1,,52726.0,0.0,0.0
4648,N6YS,IZIQ,61.0,3,2.5,5.0,44.0,5,0,0,5.0,1.0,,,
4649,"187Y",IZIQ,32.4,1,,27.0,15.3,19,0,0,9.5,,,,
4650,"6X8I",F8EM,37.1,1,2.56,16.0,20.0,10,0,0,10.0,1.0,19135.0,0.0,2.0
4651,"6X8I",F8EM,61.0,3,2.5,9.0,38.0,3,0,0,7.0,,22603.0,1.0,0.0
4652,"6X8I",F8EM,97.0,3,,16.0,53.0,16,0,0,14.0,0.0,18357.0,0.0,1.0
4653,"6X8I",F8EM,68.0,3,,9.0,38.0,7,0,0,9.5,1.0,13792.0,0.0,0.0
4654,"6X8I",F8EM,68.9,2,,13.0,36.5,10,0,0,10.4,,27735.0,1.0,3.0
4655,"6X8I",F8EM,31.0,1,2.53,9.0,15.5,8,0,0,8.2,,36771.0,0.0,0.0
4656,"6X8I",F8EM,34.0,1,,15.0,17.0,12,0,0,8.5,0.0,17284.0,1.0,2.0
4657,"6X8I",F8EM,114.2,4,,7.0,69.3,4,0,0,17.8,,22703.0,0.0,2.0
4658,Y04Q,F8EM,46.0,2,,5.0,19.8,5,0,0,9.6,,,,
4659,LV8Y,F8EM,115.0,5,,5.0,71.0,1,0,0,11.0,,,,
4660,"6X8I",F8EM,45.7,2,2.56,10.0,28.5,9,0,0,7.0,2.0,36209.0,0.0,0.0
4661,"0SI2",F8EM,65.0,2,3.0,9.0,34.0,7,0,0,13.0,0.0,,,
4662,"6X8I",F8EM,106.2,2,,12.0,60.0,1,0,0,25.0,,37434.0,1.0,2.0
4663,"6X8I",F8EM,59.0,2,3.0,25.0,27.1,17,0,0,11.0,,11405.0,0.0,1.0
4664,"6X8I",F8EM,48.5,2,2.5,9.0,30.0,4,0,0,7.0,2.0,32647.0,2.0,0.0
4665,MAZD,IZIQ,43.0,2,,2.0,18.12,2,0,0,7.0,,,,
4666,R27I,F8EM,83.5,3,2.6,8.0,51.7,8,0,0,11.4,5.0,26876.0,0.0,0.0
4667,"6X8I",F8EM,95.1,4,3.0,7.0,65.7,5,0,0,8.3,,20978.0,3.0,3.0
4668,"6X8I",F8EM,47.0,2,2.55,9.0,30.0,8,0,0,6.3,,44855.0,0.0,0.0
4669,"6X8I",F8EM,64.0,3,2.5,12.0,56.0,12,0,0,8.0,2.0,12497.0,0.0,0.0
4671,"6X8I",F8EM,59.3,2,2.7,17.0,29.2,10,0,0,12.6,2.0,35231.0,0.0,1.0
4672,"2NRT",EL2E,55.0,2,,3.0,,1,0,0,,,,,
4673,"6X8I",F8EM,31.0,1,,5.0,18.0,3,0,0,5.0,1.0,21542.0,2.0,0.0
4674,FMVZ,IZIQ,80.3,3,,25.0,45.7,14,0,0,14.2,,12526.0,0.0,0.0
4675,IVEB,LVBX,61.0,2,2.7,10.0,34.0,7,0,0,13.0,2.0,,,
4676,"24KS",IZIQ,48.1,2,2.64,9.0,27.2,4,0,0,8.9,,25531.0,0.0,0.0
4677,"6X8I",F8EM,77.5,2,2.8,17.0,53.7,3,0,0,15.5,,11942.0,2.0,3.0
4678,"24KS",IZIQ,59.0,3,2.5,9.0,37.0,9,0,0,8.3,1.0,25616.0,0.0,0.0
4679,"6X8I",F8EM,36.0,1,,19.0,,17,0,0,10.36,,35662.0,0.0,1.0
4680,TXOA,"9N9J",38.3,1,,16.0,19.0,2,0,0,10.0,,,,
4681,"6X8I",F8EM,31.0,1,2.5,5.0,17.0,2,0,0,6.0,,12074.0,0.0,1.0
4682,A7AP,F8EM,66.1,3,2.5,5.0,40.9,1,0,0,8.2,,,,
